ID;ID progetto;REQUISITO (testo);Classe dei requisiti;CATEGORIA;PAROLA
R758;34;The system should not leave any cookies on the customer’s computer containing the user’s password.;SE;weak_1;should
R621;15;The intranet pages should display appropriately in all resolutions  from 800x600 and higher. The display of all the pages will be correct in 95% of the resolutions  prior to implementation. The remaining 5% will be corrected within a week of notification of the incorrect display.;LF;weak_1;will
R274;5;The user shall select to save the preferred repair facility ratings.;F;weak_1;preferred
R161;4;The Disputes application shall interface with the Cardmember Posting and Billing System.  This will allow the Disputes application to request adjustments to cardmember and merchant\92s accounts. All adjustment requests must be sent to the Cardmember Posting and Billing System.;O;weak_1;will
R418;8;Promotional updates to the website should take a day to update.;MN;weak_1;should
R143;3;Program Administrators/Nursing Staff Members shall have the ability to modify information relating to cohorts including cohort identifier  program of study  preferred sequence of classes and quarters that a cohort will be taking specific classes.;F;weak_1;preferred
R277;6;The product will function alongside server software on any operating system where the Java runtime can be installed.;O;weak_1;will
R379;8;System shall let administrator de-activate a customer account in under 1 minute. Customer will no longer be able to access the website.;PE;weak_1;will
R170;4;The Disputes application shall manipulate and view business data. Users will not have direct access to data files or databases.;SE;weak_1;will
R792;38;New users can sign up by creating new ID.;F;weak_1;can
R390;8;An anonymous survey will show that 70% of customers are comfortable purchasing streaming movies after 2 weeks using the website.;US;weak_1;will
R309;6;Every registered user will have access to the product\92s support site via the Internet.  70% of registered users shall find a solution to their problem within 5 minutes of using the support site.;US;weak_1;will
R437;8;All credit card information will be encrypted in the database.;SE;weak_1;will
R278;6;The product will require collaboration with a database management system (DBMS).  The DBMS may be located on the same machine as the product or on a separate machine residing on the same computer network.;O;weak_1;will
R672;23;95% of users will not need to read the user manual to be able to use the application.;US;weak_1;will
R674;24;The application should be connected to the Internet.;A;weak_1;should
R753;33;The system should require the user to state time when should the doughnut be delivered.;F;weak_1;should
R166;4;The Disputes System shall generate a User Report that details any new users that have been added and any changes to an existing user\92s access level. The report will be reviewed for auditing purposes.;SE;weak_1;will
